SC,E_E_dmd_excl,theta_ex_d_t,E_p_0,E_p_1,E_p_2,E_p_3,E_E_PV_h,E_E_PV_sell,E_E_PV_chg,E_E_PSS_h,E_E_PSS_max_sup,E_E_srpl,E_E_dmd_incl,E_E_aux_PSS,E_dash_dash_E_PV_chg,E_dash_dash_E_srpl,E_dash_dash_E_SB_sup,E_E_PV_max_sup,E_E_SB_max_sup,E_dash_dash_E_PV_max_sup,E_dash_dash_E_SB_max_sup,E_E_SB_max_chg,E_E_aux_PCS
1.0,0.14654601314814816,10.8,0.8889464122393367,0.0,0.0,0.0,0.17454601314814816,0.0,0.5905750562272045,0.0,5.9840979702747905,0.5905750562272045,0.17454601314814816,0.028,1.3125,1.5,0.0,0.7651210693753526,5.218976900899438,0.8622780198721565,5.574335282973783,0.5905750562272045,0.025
1.0,0.14654601314814816,10.3,0.31618045520209814,0.0,0.0,0.0,0.17454601314814816,0.0,0.04888165235923614,0.0,5.442404566406823,0.04888165235923614,0.17454601314814816,0.028,1.3125,1.5,0.0,0.2234276655073843,5.218976900899438,0.30669504154603516,5.574335282973783,0.04888165235923614,0.025
1.0,0.754877157151204,9.8,0.067392090345138,0.0,0.0,0.0,0.03922219658087031,0.0,0.0,0.7436549605703336,5.258199097480309,0.0,0.782877157151204,0.028,0.0,0.0,1.5,0.03922219658087031,5.218976900899438,0.06537032763478386,5.574335282973783,0.6,0.025
1.0,1.0739599447743449,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.101959944774345,3.844313006422188,0.0,1.101959944774345,0.028,0.0,0.0,1.5,0.0,3.844313006422188,0.0,4.164423596330449,0.6,0.025
1.0,1.0438781864863833,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0718781864863833,2.411410658138779,0.0,1.0718781864863833,0.028,0.0,0.0,1.5,0.0,2.411410658138779,0.0,2.6947801621936196,0.6,0.025
1.0,1.023541499200739,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9357972135770928,0.9357972135770928,0.0,1.051541499200739,0.028,0.0,0.0,1.5,0.0,0.9357972135770928,0.0,1.1813304754636849,0.6,0.025
1.0,1.2176886486128584,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2216886486128584,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.4694541472827953,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4734541472827953,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.75878992990235,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76278992990235,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.5237975353279292,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277975353279292,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.248219221095679,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252219221095679,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.13871922109567902,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14271922109567903,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.14651922109567903,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051922109567903,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.14651922109567903,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051922109567903,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.13871922109567902,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14271922109567903,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.14651922109567903,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051922109567903,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.27416825758663904,5.4,0.013287767160444362,0.0,0.0,0.0,0.0077334804873786175,0.0,0.0,0.0,0.0077334804873786175,0.0,0.30216825758663907,0.028,0.0,0.0,0.0,0.0077334804873786175,0.0,0.01288913414563103,0.0,0.6,0.025
1.0,3.244943840210095,5.7,0.06421597468221575,0.0,0.0,0.0,0.03737369726504956,0.0,0.0,0.0,0.03737369726504956,0.0,3.272943840210095,0.028,0.0,0.0,0.0,0.03737369726504956,0.0,0.06228949544174927,0.0,0.6,0.025
1.0,2.1030891171953057,6.3,0.2026225486288909,0.0,0.0,0.0,0.11792632330201448,0.0,0.0,0.0,0.11792632330201448,0.0,2.1310891171953057,0.028,0.0,0.0,0.0,0.11792632330201448,0.0,0.19654387217002414,0.0,0.6,0.025
1.0,1.1015679164423042,6.7,0.2688231082062368,0.0,0.0,0.0,0.1786394545860484,0.0,0.0,0.0,0.1786394545860484,0.0,1.1295679164423043,0.028,0.0,0.0,0.0,0.1786394545860484,0.0,0.26075841496004964,0.0,0.6,0.025
1.0,0.8337716244674584,7.4,0.3302321962514588,0.0,0.0,0.0,0.23671709960481707,0.0,0.0,0.0,0.23671709960481707,0.0,0.8617716244674585,0.028,0.0,0.0,0.0,0.23671709960481707,0.0,0.32032523036391497,0.0,0.6,0.025
1.0,0.7276405668204275,7.3,0.3388638204935999,0.0,0.0,0.0,0.24488045823182208,0.0,0.0,0.0,0.24488045823182208,0.0,0.7556405668204276,0.028,0.0,0.0,0.0,0.24488045823182208,0.0,0.3286979058787919,0.0,0.6,0.025
1.0,0.5320264007402875,7.6,0.23691928354196806,0.0,0.0,0.0,0.14846641240981626,0.0,0.0,0.0,0.14846641240981626,0.0,0.5600264007402875,0.028,0.0,0.0,0.0,0.14846641240981626,0.0,0.229811705035709,0.0,0.6,0.025
1.0,0.13871922109567902,8.2,0.19445817852687805,0.0,0.0,0.0,0.11317465990264301,0.0,0.0,0.0,0.11317465990264301,0.0,0.16671922109567902,0.028,0.0,0.0,0.0,0.11317465990264301,0.0,0.1886244331710717,0.0,0.6,0.025
1.0,0.14651922109567903,8.5,0.15064802487064163,0.0,0.0,0.0,0.08767715047471342,0.0,0.0,0.0,0.08767715047471342,0.0,0.17451922109567902,0.028,0.0,0.0,0.0,0.08767715047471342,0.0,0.14612858412452237,0.0,0.6,0.025
1.0,1.1527580222121383,8.8,0.08119836247379444,0.0,0.0,0.0,0.04725744695974836,0.0,0.0,0.0,0.04725744695974836,0.0,1.1807580222121383,0.028,0.0,0.0,0.0,0.04725744695974836,0.0,0.0787624115995806,0.0,0.6,0.025
1.0,0.8037558135932816,8.9,0.01936162572778836,0.0,0.0,0.0,0.011268466173572824,0.0,0.0,0.0,0.011268466173572824,0.0,0.8317558135932817,0.028,0.0,0.0,0.0,0.011268466173572824,0.0,0.018780776955954707,0.0,0.6,0.025
1.0,0.8098536865862206,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8138536865862206,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.47381988558851224,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47781988558851224,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.0261638869121086,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0301638869121086,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.3330260936108735,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3370260936108735,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.421519994258471,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425519994258471,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.5171161482665474,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5211161482665474,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.627322269249486,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631322269249486,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.33875001385438186,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34275001385438186,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1386951663117284,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426951663117284,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1464951663117284,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504951663117284,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1464951663117284,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504951663117284,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1386951663117284,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426951663117284,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.937497113046499,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.941497113046499,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.9795007642330875,8.7,0.013128132780347905,0.0,0.0,0.0,0.00764057327816248,0.0,0.0,0.0,0.00764057327816248,0.0,1.0075007642330875,0.028,0.0,0.0,0.0,0.00764057327816248,0.0,0.012734288796937467,0.0,0.6,0.025
1.0,1.0872713259575857,9.2,0.1281619006284279,0.0,0.0,0.0,0.07459022616574501,0.0,0.0,0.0,0.07459022616574501,0.0,1.1152713259575857,0.028,0.0,0.0,0.0,0.07459022616574501,0.0,0.12431704360957503,0.0,0.6,0.025
1.0,0.7618892988307203,9.3,0.2546613277711461,0.0,0.0,0.0,0.1652459507395614,0.0,0.0,0.0,0.1652459507395614,0.0,0.7898892988307203,0.028,0.0,0.0,0.0,0.1652459507395614,0.0,0.24702148793801168,0.0,0.6,0.025
1.0,0.7940545132177637,9.4,0.357248221994541,0.0,0.0,0.0,0.26226750595133713,0.0,0.0,0.0,0.26226750595133713,0.0,0.8220545132177637,0.028,0.0,0.0,0.0,0.26226750595133713,0.0,0.3465307753347047,0.0,0.6,0.025
1.0,0.24555090708076333,9.3,0.43703353833468805,0.0,0.0,0.0,0.27355090708076335,0.0,0.06417356179926781,0.0,0.33772446888003116,0.06417356179926781,0.27355090708076335,0.028,1.3125,1.5,0.0,0.33772446888003116,0.0,0.42392253218464737,0.0,0.25669424719707123,0.025
1.0,0.8708268484456075,9.2,0.46450623723798956,0.0,0.0,0.0,0.36370677386782857,0.0,0.0,0.535120074577779,1.3980349227852942,0.0,0.8988268484456076,0.028,0.0,0.0,1.5,0.36370677386782857,1.0343281489174656,0.4505710501208498,1.2823878450435544,0.6,0.025
1.0,0.8470956119004591,9.3,0.44565267027697697,0.0,0.0,0.0,0.3458760129144509,0.0,0.0,0.0,0.3458760129144509,0.0,0.8750956119004591,0.028,0.0,0.0,0.0,0.3458760129144509,0.0,0.4322830901686676,0.0,0.6,0.025
1.0,0.2555699256700172,9.3,0.37559747045197495,0.0,0.0,0.0,0.27962130767995524,0.0,0.0,0.0,0.27962130767995524,0.0,0.2835699256700172,0.028,0.0,0.0,0.0,0.27962130767995524,0.0,0.36432954633841563,0.0,0.6,0.025
1.0,0.19546343343676023,9.9,0.27624428336373896,0.0,0.0,0.0,0.1856580309912561,0.0,0.0,0.0,0.1856580309912561,0.0,0.22346343343676023,0.028,0.0,0.0,0.0,0.1856580309912561,0.0,0.2679569548628268,0.0,0.6,0.025
1.0,0.8022085421317404,10.1,0.15615295297365347,0.0,0.0,0.0,0.09088101863066632,0.0,0.0,0.0,0.09088101863066632,0.0,0.8302085421317404,0.028,0.0,0.0,0.0,0.09088101863066632,0.0,0.15146836438444386,0.0,0.6,0.025
1.0,0.5496564651162413,10.0,0.03444786037885238,0.0,0.0,0.0,0.02004865474049208,0.0,0.0,0.0,0.02004865474049208,0.0,0.5776564651162414,0.028,0.0,0.0,0.0,0.02004865474049208,0.0,0.0334144245674868,0.0,0.6,0.025
1.0,1.2744571387375798,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2784571387375798,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.239613688516733,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.243613688516733,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.3402860500883624,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3442860500883624,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.1796708591854301,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1836708591854301,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.5543730595420953,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5583730595420953,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.3708045906951862,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3748045906951862,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.7153501924130781,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7193501924130781,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.33881064849944353,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34281064849944354,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.13875580095679013,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14275580095679014,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.14655580095679013,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15055580095679014,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.14655580095679013,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15055580095679014,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.13875580095679013,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14275580095679014,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,3.229922951258921,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.233922951258921,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.338073587072169,2.8,0.021882387133505845,0.0,0.0,0.0,0.012735549311700399,0.0,0.0,0.0,0.012735549311700399,0.0,1.366073587072169,0.028,0.0,0.0,0.0,0.012735549311700399,0.0,0.021225915519500666,0.0,0.6,0.025
1.0,1.1926239304741941,3.3,0.18156253178927464,0.0,0.0,0.0,0.10566939350135783,0.0,0.0,0.0,0.10566939350135783,0.0,1.2206239304741942,0.028,0.0,0.0,0.0,0.10566939350135783,0.0,0.17611565583559638,0.0,0.6,0.025
1.0,0.5998793628831108,5.4,0.3222937900292951,0.0,0.0,0.0,0.22920935192020578,0.0,0.0,0.0,0.22920935192020578,0.0,0.6278793628831109,0.028,0.0,0.0,0.0,0.22920935192020578,0.0,0.3126249763284162,0.0,0.6,0.025
1.0,0.793896814529492,7.2,0.4572737538505345,0.0,0.0,0.0,0.3568666527041429,0.0,0.0,0.0,0.3568666527041429,0.0,0.821896814529492,0.028,0.0,0.0,0.0,0.3568666527041429,0.0,0.4435555412350184,0.0,0.6,0.025
1.0,0.24561154172582506,7.9,0.7981185997705951,0.0,0.0,0.0,0.2736115417258251,0.0,0.4056091240072151,0.0,0.6792206657330402,0.4056091240072151,0.2736115417258251,0.028,1.3125,1.5,0.0,0.6792206657330402,0.0,0.7741750417774771,0.0,1.6224364960288604,0.025
1.0,0.39585297159510896,8.5,1.1560387562560757,0.0,0.0,0.0,0.423852971595109,0.0,0.5938706821340745,0.0,2.052051802646649,0.5938706821340745,0.423852971595109,0.028,1.3125,1.5,0.0,1.0177236537291834,1.0343281489174656,1.1213575935683933,1.2823878450435544,1.94616759842125,0.025
1.0,0.6896892151047928,8.1,1.4659025346676793,0.0,0.0,0.0,0.7176892151047928,0.0,0.5930881070571649,0.0,3.5797956567471365,0.5930881070571649,0.7176892151047928,0.028,1.3125,1.5,0.0,1.3107773221619576,2.269018334585179,1.4219254586276489,2.548736753420697,1.386836440732852,0.025
1.0,0.2556305603150789,7.9,1.4281508566937093,0.0,0.0,0.0,0.28363056031507894,0.0,0.9914431124029964,0.0,4.751275790408844,0.9914431124029964,0.28363056031507894,0.028,1.3125,1.5,0.0,1.2750736727180754,3.4762021176907685,1.385306330992898,3.7868739668623266,1.4199645031896946,0.025
1.0,0.19552406808182196,8.6,0.4641953225094314,0.0,0.0,0.0,0.22352406808182196,0.0,0.13988865818147272,0.0,5.009960938100024,0.13988865818147272,0.22352406808182196,0.028,1.3125,1.5,0.0,0.3634127262632947,4.64654821183673,0.4502694628341484,4.987228935217159,0.13988865818147272,0.025
1.0,0.45910722062967974,7.0,0.26917035492349417,0.0,0.0,0.0,0.1789678631688946,0.0,0.0,0.30813935746078513,5.397944764068333,0.0,0.48710722062967976,0.028,0.0,0.0,1.5,0.1789678631688946,5.218976900899438,0.26109524427578934,5.574335282973783,0.6,0.025
1.0,0.5002936740231079,7.1,0.05296698543884395,0.0,0.0,0.0,0.030826785525407175,0.0,0.0,0.4974668884977007,3.8751397919475954,0.0,0.5282936740231079,0.028,0.0,0.0,1.5,0.030826785525407175,3.844313006422188,0.051377975875678626,4.164423596330449,0.6,0.025
1.0,1.2614210376813557,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2894210376813557,2.411410658138779,0.0,1.2894210376813557,0.028,0.0,0.0,1.5440215771090828,0.0,2.411410658138779,0.0,2.6947801621936196,0.6,0.025
1.0,1.3302538323276123,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890912436555394,0.890912436555394,0.0,1.3582538323276123,0.028,0.0,0.0,1.5,0.0,0.890912436555394,0.0,1.135294806723481,0.6,0.025
1.0,1.3925916638181786,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3965916638181786,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.3018707462336656,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3058707462336656,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.691252735622468,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.695252735622468,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.4909174665023823,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4949174665023823,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.7151924937248064,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7191924937248064,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.3388220952587028,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34282209525870283,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1387672477160494,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1427672477160494,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1465672477160494,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505672477160494,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1465672477160494,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505672477160494,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.1387672477160494,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1427672477160494,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,3.4075421173887794,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4115421173887794,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.3257946923471169,3.5,0.022211849494626984,0.0,0.0,0.0,0.012927296405872903,0.0,0.0,0.0,0.012927296405872903,0.0,1.353794692347117,0.028,0.0,0.0,0.0,0.012927296405872903,0.0,0.021545494009788172,0.0,0.6,0.025
1.0,1.350190857723763,4.2,0.18049272421844373,0.0,0.0,0.0,0.10504676549513424,0.0,0.0,0.0,0.10504676549513424,0.0,1.378190857723763,0.028,0.0,0.0,0.0,0.10504676549513424,0.0,0.1750779424918904,0.0,0.6,0.025
1.0,0.8385894125855878,5.1,0.32734816435670844,0.0,0.0,0.0,0.23398952644035698,0.0,0.0,0.0,0.23398952644035698,0.0,0.8665894125855879,0.028,0.0,0.0,0.0,0.23398952644035698,0.0,0.31752771942600716,0.0,0.6,0.025
1.0,0.7941265946220846,5.8,0.4702901163138369,0.0,0.0,0.0,0.3691768775038112,0.0,0.0,0.0,0.3691768775038112,0.0,0.8221265946220846,0.028,0.0,0.0,0.0,0.3691768775038112,0.0,0.4561814128244217,0.0,0.6,0.025
1.0,0.2456229884850843,6.2,0.6848565501756176,0.0,0.0,0.0,0.2736229884850843,0.0,0.298480093843506,0.0,0.5721030823285903,0.298480093843506,0.2736229884850843,0.028,1.3125,1.5,0.0,0.5721030823285903,0.0,0.664310853670349,0.0,1.193920375374024,0.025
1.0,0.9834348724632808,6.8,1.5362283633095277,0.0,0.0,0.0,1.0114348724632807,0.0,0.3658531021367051,0.0,2.4116161235174514,0.3658531021367051,1.0114348724632807,0.028,1.3125,1.5,0.0,1.3772879745999858,1.0343281489174656,1.4901415124102417,1.2823878450435544,1.19893349609673,0.025
1.0,0.7532076133172609,7.7,1.1469387660530987,0.0,0.0,0.0,0.781207613317261,0.0,0.22790972467745707,0.0,3.2781356725798974,0.22790972467745707,0.781207613317261,0.028,1.3125,1.5,0.0,1.009117337994718,2.269018334585179,1.1125306030715056,2.548736753420697,0.5329284260114561,0.025
1.0,0.25564200707433815,7.9,1.1182532114375898,0.0,0.0,0.0,0.2836420070743382,0.0,0.6983459676427624,0.0,4.458190092407869,0.6983459676427624,0.2836420070743382,0.028,1.3125,1.5,0.0,0.9819879747171005,3.4762021176907685,1.084705615094462,3.7868739668623266,1.000184955236555,0.025
1.0,0.19553551484108123,8.0,0.36417890551475945,0.0,0.0,0.0,0.22353551484108122,0.0,0.04528668504950248,0.0,4.915370411727313,0.04528668504950248,0.22353551484108122,0.028,1.3125,1.5,0.0,0.2688221998905837,4.64654821183673,0.3532535383493166,4.987228935217159,0.04528668504950248,0.025
1.0,0.7524250648119429,7.3,0.2149385714596725,0.0,0.0,0.0,0.12767815395798524,0.0,0.0,0.6527469108539578,5.346655054857424,0.0,0.780425064811943,0.028,0.0,0.0,1.5,0.12767815395798524,5.218976900899438,0.2084904143158823,5.574335282973783,0.6,0.025
1.0,0.6149011438352489,7.0,0.248835355762996,0.0,0.0,0.0,0.15973603771285344,0.0,0.0,0.48316510612239544,4.004049044135042,0.0,0.6429011438352489,0.028,0.0,0.0,1.5,0.15973603771285344,3.844313006422188,0.2413702950901061,4.164423596330449,0.6,0.025
1.0,1.5360512334475054,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5640512334475054,2.411410658138779,0.0,1.5640512334475054,0.028,0.0,0.0,1.8256935727666723,0.0,2.411410658138779,0.0,2.6947801621936196,0.6,0.025
1.0,1.4459440510445527,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601629960107712,0.601629960107712,0.0,1.4739440510445527,0.028,0.0,0.0,1.5,0.0,0.601629960107712,0.0,0.8385948308797047,0.6,0.025
1.0,1.5705702255616887,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5745702255616887,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.4192603870017226,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4232603870017226,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.7937649234208954,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7977649234208954,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.561221248370052,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.565221248370052,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.715422273817399,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719422273817399,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.3388317171722831,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428317171722831,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.13877686962962965,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14277686962962965,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.14657686962962962,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15057686962962963,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.14657686962962962,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15057686962962963,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,0.13877686962962965,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14277686962962965,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,3.6691359491953355,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6731359491953355,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.002
1.0,1.4961469067209054,1.4,0.04494647687347585,0.0,0.0,0.0,0.026158849540362943,0.0,0.0,0.0,0.026158849540362943,0.0,1.5241469067209055,0.028,0.0,0.0,0.0,0.026158849540362943,0.0,0.04359808256727157,0.0,0.6,0.025
